120.69000244140625,122.08999633789062,120.18000030517578,120.66500091552734,243737,
120.69000244140625,121.13739776611328,120.41000366210938,120.69000244140625,150499,
120.69000244140625,121.86000061035156,120.63999938964844,121.44000244140625,103026,
121.44999694824219,121.62999725341797,120.73999786376953,120.94000244140625,105916,
120.93000030517578,121.38999938964844,120.8499984741211,121.37000274658203,84617,
121.37000274658203,121.41000366210938,120.95999908447266,121.19000244140625,148504,
121.20999908447266,121.33000183105469,120.80999755859375,120.83999633789062,193307,
122.5,125.8499984741211,122.41500091552734,123.6050033569336,384734,
123.6050033569336,124.0,123.0199966430664,123.65499877929688,97283,
123.66999816894531,123.83000183105469,123.22000122070312,123.31500244140625,88928,
123.34500122070312,123.77999877929688,123.29000091552734,123.52999877929688,87197,
123.51499938964844,123.73999786376953,123.27999877929688,123.625,114442,
123.6500015258789,123.94999694824219,123.45999908447266,123.80000305175781,131583,
123.76000213623047,123.91999816894531,123.16999816894531,123.16999816894531,276522,
123.5,124.5999984741211,123.02999877929688,123.30999755859375,294068,
123.31999969482422,123.73999786376953,122.77999877929688,123.25499725341797,207315,
123.29000091552734,123.37000274658203,122.4800033569336,122.66999816894531,100108,
122.62999725341797,123.02999877929688,122.53610229492188,122.69999694824219,93537,
122.66999816894531,122.94999694824219,122.33999633789062,122.41999816894531,101392,
122.41000366210938,122.5199966430664,122.1449966430664,122.26000213623047,117645,
122.22000122070312,122.25,121.9000015258789,122.13999938964844,227738,
122.51000213623047,123.79000091552734,121.5999984741211,123.5999984741211,204364,
123.55999755859375,124.33999633789062,123.33999633789062,123.61499786376953,205614,
123.62000274658203,124.01029968261719,123.5999984741211,123.62000274658203,74605,
123.65499877929688,123.81999969482422,123.4800033569336,123.72000122070312,87356,
123.7300033569336,123.94000244140625,123.5199966430664,123.5999984741211,91119,
123.61000061035156,123.9800033569336,123.54000091552734,123.93000030517578,134276,
123.93000030517578,124.16999816894531,123.7699966430664,124.08000183105469,233942,
124.51000213623047,125.95999908447266,124.30999755859375,124.61000061035156,268810,
124.55000305175781,125.0999984741211,124.37000274658203,124.79000091552734,138792,
124.8499984741211,124.95999908447266,124.24500274658203,124.30500030517578,100298,
124.31999969482422,124.37000274658203,123.62000274658203,123.68000030517578,177689,
123.66999816894531,123.8499984741211,123.31999969482422,123.6500015258789,176361,
123.66000366210938,123.8499984741211,123.3499984741211,123.62999725341797,156922,
123.62999725341797,123.76000213623047,123.11000061035156,123.18000030517578,460188,
123.91999816894531,125.73999786376953,123.0199966430664,123.62000274658203,406821,
123.65499877929688,123.87999725341797,122.56999969482422,122.95999908447266,157010,
123.0,123.44999694824219,122.75,123.33999633789062,151729,
123.31999969482422,123.43000030517578,123.05000305175781,123.16000366210938,79102,
123.18000030517578,123.4000015258789,122.91999816894531,123.22000122070312,187728,
123.20500183105469,123.38999938964844,123.05000305175781,123.1500015258789,102396,
123.1500015258789,123.44000244140625,122.90499877929688,123.38999938964844,526091,
123.41000366210938,123.41999816894531,122.36000061035156,123.38999938964844,200305,
123.37000274658203,123.3949966430664,122.41000366210938,122.70999908447266,158563,
122.70999908447266,123.1500015258789,122.36000061035156,122.73999786376953,111299,
122.73999786376953,123.02999877929688,122.5,122.68000030517578,79162,
122.66000366210938,123.01000213623047,122.5,122.7699966430664,750521,
122.73999786376953,123.33999633789062,122.72000122070312,123.12000274658203,196378,
123.11070251464844,123.48999786376953,123.11000061035156,123.2300033569336,275450,
124.58999633789062,125.23999786376953,124.0999984741211,124.62999725341797,257786,
124.55000305175781,124.93000030517578,123.87999725341797,124.55999755859375,185118,
124.58000183105469,124.9000015258789,124.18000030517578,124.77999877929688,100578,
124.73999786376953,125.4000015258789,124.6449966430664,125.25,64901,
125.23999786376953,125.51000213623047,125.0250015258789,125.4800033569336,71557,
125.54000091552734,125.73999786376953,125.26000213623047,125.2699966430664,87646,
125.23999786376953,125.30000305175781,124.58000183105469,125.04000091552734,174966,
125.69999694824219,126.12999725341797,125.11000061035156,126.0,137863,
126.0,126.44000244140625,125.80999755859375,126.18000030517578,101472,
126.16000366210938,126.56999969482422,125.93499755859375,125.95999908447266,88851,
126.0,126.25,125.63999938964844,126.08000183105469,140829,
126.05999755859375,126.93000030517578,126.0,126.80999755859375,105530,
126.82499694824219,127.26000213623047,126.62999725341797,126.83999633789062,153305,
126.87000274658203,127.16000366210938,126.75,126.95999908447266,255900,
126.93000030517578,127.83000183105469,126.31999969482422,127.52999877929688,139257,
127.54499816894531,128.3699951171875,127.33999633789062,128.22000122070312,119940,
128.19000244140625,128.60000610351562,127.91999816894531,128.02999877929688,110533,
128.00999450683594,128.1300048828125,127.4800033569336,127.5199966430664,89433,
127.54499816894531,127.7699966430664,127.44000244140625,127.6500015258789,61635,
127.63999938964844,128.17999267578125,127.5,128.15499877929688,128723,
128.1699981689453,128.52000427246094,127.93000030517578,127.94999694824219,295191,
129.30999755859375,131.0800018310547,128.63999938964844,129.8699951171875,482290,
129.89999389648438,130.2949981689453,129.0800018310547,129.30999755859375,274984,
129.31500244140625,129.31500244140625,128.35000610351562,128.6699981689453,191491,
128.6699981689453,128.77000427246094,128.02999877929688,128.71499633789062,143691,
128.75,128.8300018310547,128.42999267578125,128.5,152902,
128.47000122070312,128.6300048828125,128.2899932861328,128.38499450683594,159513,
128.3800048828125,128.72999572753906,127.84500122070312,127.91000366210938,402667,
132.3300018310547,136.97999572753906,131.7899932861328,134.47000122070312,1446943,
134.47000122070312,135.9149932861328,131.57000732421875,132.80999755859375,595830,
132.7949981689453,133.0,131.32000732421875,131.88999938964844,374782,
131.9199981689453,132.27000427246094,131.36500549316406,131.60000610351562,293285,
131.57000732421875,131.82000732421875,130.52000427246094,131.60000610351562,275541,
131.6199951171875,131.63999938964844,129.97000122070312,130.4600067138672,269703,
130.4600067138672,130.63999938964844,129.58999633789062,130.1300048828125,611035,
129.0,129.30029296875,127.61000061035156,129.07000732421875,321088,
